booker_id,property_id,room_nights,price_per_night,checkin_day,for_business,status,review_score
8537874da3fa741e23a9e1d71c0576719e4ab810,4420,2,106.104648414211,sat,FALSE,stayed,5.6695932137967
89b7671f0f8a645d50f1b285bcc3eba76c330cff,3449,2,134.85487051305844,thu,FALSE,stayed,7.669711864542663
074f66e17e9643617c348366214a597e857e1907,2987,2,142.43371189037876,sat,FALSE,cancelled,NA
2a76a89f5922f10d214c02ba43624116b944ae0e,4177,1,147.5530259586189,fri,FALSE,cancelled,NA
0fcce2f5be8e346a394593c4a4b40c08be36f30c,1951,3,109.77573876327537,wed,FALSE,stayed,7.417413204939878
9864af3aba5bcba652e516daa66cfc9039f8b6bb,1981,3,96.93509730038043,sun,FALSE,stayed,8.724600816863397
ccd24f993579b486324706c150de89f234b503e7,2307,3,114.66706572654535,fri,FALSE,stayed,9.213174015414097
41962e0ccacc7d660ed507feebdef36b650f62e3,3089,3,89.75167028836005,thu,FALSE,stayed,9.306144045548185
ab62e2bb00036a1ff09695a003cbb687e64a2214,1686,1,147.8341030276474,fri,FALSE,cancelled,NA
87d8f6807423dd53f60f82b771661d11e0694210,1824,3,124.60079697442187,wed,FALSE,stayed,NA
ba95ecf3dafcf19a02ef292efc78d8b8055a5b03,3268,2,89.81635398166209,sat,FALSE,cancelled,NA
d8344022f4118b19d97052812ac8d83291faaf4f,3871,3,105.19740995434894,fri,FALSE,stayed,5.8773092434582255
1cf1c62b91228af4b35a18128ce75321c17a20ab,1787,6,111.84287358160383,sun,FALSE,stayed,9.227419307177298
e5cb6c3f7cae02e62612a6d17b737b421cf0e9c5,1901,1,127.12779495294366,fri,FALSE,stayed,6.391640238036494
ca397546e20a24e5ab2b4ed4177e0bd6882ca2f9,3089,3,97.09214494726727,wed,FALSE,stayed,9.642902682136606
d4c2e0035f91b00014626603eab43e56ce9d1a48,3448,3,101.30174169057058,thu,FALSE,stayed,7.92922203467644
3c993f7adc2d1b580af31a15b6b9b390f8076703,4014,7,84.9128499227664,sun,FALSE,stayed,7.040044692603004
2da62e0acd825782c1a1c7b3ef009c4edbc673ad,4664,2,153.43080638233795,tue,FALSE,stayed,NA
f09eab0f8553c550acb476461f11390826e65e80,2575,2,110.8589021523187,tue,FALSE,stayed,6.298717599193813
fe3d14d89378984416050dfd997fad611fdaa01f,1417,5,99.97798818465994,fri,FALSE,stayed,6.150155008127113
5f089dc58592b8416fd6e4e095d288c9e4411457,1061,3,113.6094660844685,sat,FALSE,stayed,6.149824245730597
7b00124f9a3b9abb70bc699630e19d737ab29646,4178,4,87.20224205435657,fri,FALSE,stayed,7.368599439191826
45cbbb30f91ca68e69d477091a0246aa9bc33161,1981,1,147.5205609181601,sun,FALSE,stayed,8.314302067891424
83a4773d87bd84dab03e8d4472706dcf10459591,2023,4,80.64488737338935,wed,FALSE,cancelled,NA
d7786cca8286d6692631623eceb73d6af39448c6,3852,3,105.04406844056193,sat,FALSE,cancelled,NA
d8344022f4118b19d97052812ac8d83291faaf4f,2023,3,105.66922516511842,fri,FALSE,cancelled,NA
d8344022f4118b19d97052812ac8d83291faaf4f,1172,5,68.92771766589838,thu,FALSE,stayed,8.895445953151455
d47c1f5d4ae970931f0385b44849e9c7e7ca38e5,2558,2,87.28652782081289,fri,FALSE,stayed,7.141965410893086
eb80005f0f450a30f99f01293fe4f4cc5b351815,2907,2,138.07179901305867,sun,FALSE,cancelled,NA
cae8a4998d42ffcf2ffeb4ffdbecf6c5d868f911,3240,3,128.1309643688125,sun,FALSE,cancelled,NA
f09faf4230127e7b4fe0ddc30324ce6cf4ee4d78,1696,3,94.18778317603672,wed,FALSE,cancelled,NA
0d8adedf357a995bb469ccdd7f14daac1d747792,4277,4,88.22163416478402,thu,TRUE,cancelled,NA
b89a7ff95d189ec2f92e3cbadc176b078d660eb1,2023,2,104.63678001081752,sat,FALSE,cancelled,NA
7178bfddc8a54d570b87b1187b8a8d5f909806b6,1166,4,115.10416958283169,fri,FALSE,cancelled,NA
b9262e2779611ba3e2a23407678312baf4507323,3584,3,132.7569686745293,wed,FALSE,stayed,7.211899586809052
8361ce79390195e2bf352daae884f1bcce08dc63,2023,3,106.0192759296531,sun,FALSE,stayed,9.090188468883191
f09eab0f8553c550acb476461f11390826e65e80,1981,6,87.933579235673335,sat,FALSE,stayed,8.236155186149722
1ff2939f331ac78f8ab56b5fcd064dee8b8dbd20,2987,6,99.70218073235617,tue,FALSE,stayed,8.90610264688802
a82be2e90d4335c1cf48ab792d00fecee20eaaca,1981,4,110.93580547531897,fri,FALSE,cancelled,NA
d1a619183adcc9250fb42a79685a57c538b6c99a,2012,6,75.11315031535307,wed,FALSE,stayed,5.873166296642328
11568df749c3e7a66784582093cded0158732dc3,3268,1,170.31351218582154,fri,TRUE,cancelled,NA
5e267a2e77619b7e7e93cac885caa868343f107f,3642,7,85.72928164785422,fri,FALSE,stayed,6.53616706859782
94ee2c33c1f268dc9c7b28ef8e4e3bcbf19ef648,1836,3,92.79262608036028,fri,FALSE,stayed,8.371707936124551
854abcddafc41d607ae4eb9693b36a6b4ac0cd17,1836,9,82.50117924081252,fri,FALSE,cancelled,NA
8a68aec17dcc91b8a2673fe038094f479609491f,1216,4,93.75072234801475,tue,FALSE,stayed,5.260599764597223
c2ef20b557f0d71c38d5f5db4458f06f44376f96,3967,1,169.92263403509773,fri,FALSE,stayed,NA
73849a3d316255801d62e769c2fc53ac821a6338,3089,9,82.03658373172004,fri,FALSE,cancelled,NA
aeff2e2d3d23b176ac4cb68248ec28eb9566cfb0,2799,2,141.89429051928911,thu,FALSE,cancelled,NA
52baf1eb79926a25797414787459bc29a24373f6,2837,3,138.9467286079612,sat,FALSE,cancelled,NA
05719d1af4b4d8a905a7a8f821c3bae4d9d7ee48,3082,2,119.39669110124372,mon,FALSE,stayed,7.018390357018758
54af31df18dbf7f2189c1499ff24d65e29c65df2,1417,1,112.78623175169777,fri,FALSE,stayed,7.865560370888322
521fdcd490476e06e2984f5ee8273fc408278e0d,2295,5,104.39435091809288,sat,FALSE,stayed,7.052730894718282
5ca915aad2d29d653310266349a88d4ac5e431d5,2987,5,96.7623149008312,sun,FALSE,stayed,NA
64092a37719560f82a3b1df7e3c76396bfcd6cc7,1253,2,123.09192987392161,sat,FALSE,cancelled,NA
de5252bee1734e38ed27f176f08ff884ba88dc69,1836,3,89.78855638052902,sun,FALSE,cancelled,NA
bf83bdcc95e7d16c42d3e5557339333088addbc3,4748,1,135.23132729028208,tue,FALSE,stayed,8.268634409469682
1cf1c62b91228af4b35a18128ce75321c17a20ab,2558,3,92.78585436334477,sat,FALSE,stayed,7.561529613997198
e5cb6c3f7cae02e62612a6d17b737b421cf0e9c5,2940,3,98.91595528163721,tue,FALSE,cancelled,NA
d7b0ac444891b362831a3ab2c3d7480e27ea53f0,1626,3,90.16028840938048,sat,FALSE,stayed,5.668513561696766
df52f73b72e96dbc160ec9704dbb12f21e9c250c,4451,3,105.61382487306489,fri,FALSE,stayed,8.187280868232653
1f73bee02132701c833eef7e245a6745a8c920ac,3871,4,88.49538980808858,sun,FALSE,stayed,7.247491167506071
91d769abe1a11b94a0ccfe831dc36b5ac513deef,4088,3,108.8674857249775,thu,FALSE,stayed,6.201988394617961
6e017c3b9a141fcf7225c2c801f50d8c44a13ba3,3896,4,105.63333585600834,sat,FALSE,cancelled,NA
340802e9615c9181753c5bd12e0c33e337f24019,1884,6,86.43481144829809,sat,FALSE,stayed,NA
9495276deda6f57ec28b098202eb38c2d6225837,1836,2,115.2497369726126,thu,FALSE,stayed,NA
04409fd01920a772bf84d6e116acafd2cc2ef674,4285,2,111.84753264269109,sat,FALSE,cancelled,NA
a9efdbcf682d248a4f020d2e85226ba25f59ea2b,2668,2,109.74295586785024,sun,FALSE,stayed,9.173822517367007
5b83bb5f424e2a721dbae9f6e4244460d0649867,4178,8,81.83113177635639,fri,FALSE,stayed,NA
a07c5f4c44ccd3415d4cbfa918eb65645c08ffcd,2747,4,87.68881027025668,sun,FALSE,stayed,5.366421702523533
f09ac81ade2bafe9bdd28aa9236e2dcd3d2af36b,2668,5,92.30645549377208,fri,FALSE,stayed,NA
04409fd01920a772bf84d6e116acafd2cc2ef674,2668,3,133.48129748319337,fri,TRUE,stayed,9.017404674949402
dfef4a27e70a3aa8fe8fbedc6d43a617634a27e8,3417,2,106.46994350293076,fri,TRUE,cancelled,NA
e3c32e314fc405f924237b95127bd7e5ce7356fb,2668,5,106.97237378370805,tue,FALSE,cancelled,NA
db53bb890ded83406ef0f839c67794d4d3d81dd7,4186,2,87.43748579490824,fri,FALSE,cancelled,NA
06bb4e994e23b432f11e6d5028522e7cccfd9e94,4277,5,105.96889466586138,wed,FALSE,cancelled,NA
6a8816b9cebecb364f77c88d812bd4e3eaded2f6,2870,4,143.28684010018452,thu,FALSE,cancelled,NA
f5db2894f60ca043dd99e915003efc31704820ca,2987,4,95.52152801731587,fri,FALSE,stayed,7.788611469786341
4bdb87b220afe9937a56fecc1f5f2d90dccdac10,1172,2,85.80929165354189,sun,FALSE,stayed,8.055211335588435
41962e0ccacc7d660ed507feebdef36b650f62e3,2678,4,76.96338044034675,thu,FALSE,cancelled,NA
988bb543666a09e072cd4829e1a0f5f047b090e2,2293,3,107.62116114652412,sat,FALSE,stayed,6.69618543441919
063c35b278e51f1e5cabc538d85c19777e9e810c,1626,2,98.59563016817035,tue,FALSE,cancelled,NA
744174715189f8ea868d835af0c973a1fe88758c,2575,4,101.24284227494951,sun,FALSE,stayed,7.638370662290841
b037139195fda5155ff6d7572687387aa5c5414c,3080,7,91.17599175304913,wed,FALSE,cancelled,NA
9f812538725dd96e779654ecf7fe738d9bdf83c3,1836,3,89.01566305394402,fri,FALSE,stayed,9.300160749182542
b12e9bbd48e0a4244ca3d13e3287c7178ce6cb97,4451,4,99.29820645710429,wed,FALSE,stayed,6.94013743915108
7ec2f1e3972c33687ba0bd5a1bb4cfb4aecd3422,5156,7,100.2681011881304,sat,FALSE,stayed,7.85684403108859
82d849a6121fc3bb7d17e413b10f7b4610944026,3089,1,131.13361871809965,fri,FALSE,stayed,NA
3fb751cabc78fc992d8d3fd6f4a2ec853915587e,3232,4,103.26234631733321,thu,FALSE,stayed,6.761179817809498
a197debd7c37492f87f28e11662641caf9403d9e,4171,6,80.27243523184083,sun,FALSE,stayed,7.447488687077807
3119d16c994efc08b093705a5796410e737df338,4531,2,132.4238862423511,sun,FALSE,stayed,6.907489441137298
19da3c2be1a1f565234c93d8915ff28315522073,1626,5,86.64227945423954,wed,FALSE,stayed,6.709392020670682
ef317b0ff2e851a5ac9f18f907fb5af483e3b920,2097,8,95.41501817592842,sat,FALSE,stayed,4.930671213146137
42f1fc071fd3344f438c620f49b7824043a60477,3896,2,125.28103199796946,fri,FALSE,stayed,9.26039882550292
f03078559d00c329db9d38baef0f4997891c6294,1981,2,103.99686816037222,wed,FALSE,stayed,8.304894920551181
d62f0969100fe0d0ebbfd5a48ff8b70f25680436,1981,2,106.28318382736745,thu,FALSE,stayed,9.212408254013422
45cbbb30f91ca68e69d477091a0246aa9bc33161,4696,4,97.58149025371972,sun,FALSE,cancelled,NA
ae77307a42c43426727dfe52c62bb2dd487a25ad,2023,3,108.0474078896491,sat,FALSE,cancelled,NA
0120d3a163528b2e243a757acbf71e9fc36b9d8a,2712,2,117.28534532324522,sun,FALSE,stayed,9.097732321653666
d1a619183adcc9250fb42a79685a57c538b6c99a,3017,4,107.79255956808518,sat,FALSE,stayed,7.853537059283454
4a2b8eaf63613548c507e13f8c06162956038c30,1400,4,114.48085585197728,sun,FALSE,stayed,6.723336776196076
5a1442f4c7237ec54549bb300ad6bc2ae82fe618,3967,2,108.57937827800296,sat,TRUE,stayed,9.501164007688962
2a76a89f5922f10d214c02ba43624116b944ae0e,4073,5,83.81511891551564,fri,FALSE,cancelled,NA
618114113c5050702dc105a5b0e9c2ca47a79f55,4566,1,119.0754351395429,thu,FALSE,stayed,7.3840185422949105
880ec76af65b41d673bc2fb3cff02753f5c4369c,2870,5,94.0178897367195,wed,FALSE,cancelled,NA
d1a619183adcc9250fb42a79685a57c538b6c99a,3465,8,99.47058389414255,sat,FALSE,stayed,5.4798847817666765
ab8b6db8c584a22e0cf3c4f3e700669f20712e55,4177,3,112.81666435367967,wed,FALSE,stayed,8.219274091187428
bc709a32917969da23027070ecd1b57718d7a041,5141,5,105.06543745374248,sat,FALSE,stayed,7.75007468132357
ab061bba1ceedf66e67760ae4d30af4d41c49896,2307,7,89.60665437410671,sun,FALSE,stayed,8.550545566368374
4e70c160ebb29d7b47fb097bfeadf5a943a38348,2851,5,103.31117867226999,sat,FALSE,stayed,6.304579970329695
8ef7c8c8b5763f0b9bbcac14b960d961a93651dd,4420,4,110.43748814674895,sat,FALSE,stayed,5.951305848362264
1867822fe3972e0a4c8c48ae5cea5d0852e248aa,4171,2,81.12646540414268,wed,FALSE,stayed,6.240000914454317
55ee294265df011738ca1d3021e34965a593471b,4285,2,120.48333961925844,fri,FALSE,stayed,5.536008339442583
89b7671f0f8a645d50f1b285bcc3eba76c330cff,2551,3,114.06017798973849,wed,FALSE,stayed,NA
7a2b85266c31e8ff7dcaa478f35d0609c3c01c30,4420,3,109.52866784580007,sat,FALSE,cancelled,NA
7facd8c093836c8e907485381564491bec0a1718,4285,2,110.5277103624824,tue,FALSE,stayed,6.238075921673413
e773ffd0939dffac2dc0ad6b310ccf97f28bdadc,2310,7,75.60888336422146,sun,FALSE,cancelled,NA
7658eace4616f5ef2d1fd7a0c1a82ccc65825633,1400,4,104.45854430213029,fri,FALSE,cancelled,NA
ab62e2bb00036a1ff09695a003cbb687e64a2214,3240,5,101.08450891552414,sat,FALSE,stayed,8.344512576125263
0d6f27de0d7c6e9253ffc4e20adfeccfb47ab896,1026,3,123.90812193012853,wed,FALSE,stayed,NA
336e24d62ed68fda32087ae04f7328e586829f89,3080,6,93.34931859550159,tue,TRUE,stayed,NA
87d8f6807423dd53f60f82b771661d11e0694210,3642,1,121.10979305941773,mon,FALSE,cancelled,NA
63422825df20a84517af220ef2305688d9ba5452,1428,7,80.62342866050103,sat,FALSE,stayed,5.3865122055276435
088bd7cd6e019f0a82ecaebd32f3a4251da76fb2,1216,3,95.11316947687327,sun,FALSE,stayed,6.9119477649131955
4a2b8eaf63613548c507e13f8c06162956038c30,3852,5,96.60373761459753,wed,FALSE,cancelled,NA
b6cc2134480e543c047716796747289da6a5b28f,2668,5,104.00349846891353,sun,FALSE,stayed,8.172682888132814
1d7930a998f002a5b990d08e88f0f8c9855adbaa,3448,4,80.65988568889045,fri,FALSE,stayed,NA
063c35b278e51f1e5cabc538d85c19777e9e810c,2802,3,97.17211988119688,sun,FALSE,stayed,6.4808875796557945
17d3bf55dcf22c20d7f5e123109e0c38144a82d7,4422,2,107.65513353016308,thu,FALSE,stayed,NA
582c63f82db830bb5506c2f767fb500e8412c51d,4409,2,137.85355231460971,mon,FALSE,cancelled,NA
8ef7c8c8b5763f0b9bbcac14b960d961a93651dd,2307,4,87.39222146000482,wed,FALSE,stayed,8.355128031776648
a3205178196eb979885fa5b80230112eff29809f,1686,4,114.62734230717176,fri,FALSE,stayed,7.4707883375367015
1f6b26c0d29baefd93c58476befe3db5cb8f9aa6,1787,2,116.6407383775458,sat,FALSE,cancelled,NA
b4d77fe4ea247203b5973fb2c7a17cae6d90557a,3089,2,83.27202180328702,sat,FALSE,stayed,9.77187551599011
3df50550512709e9474d08f01a241256124ba457,3082,2,137.19502384322965,sun,FALSE,stayed,8.11565407584882
67cecdd21a776be6a117628da72a05a6bd70a531,3196,4,89.07691964624762,fri,FALSE,stayed,NA
3d0c619404528684e39974822dbf1a06f287e180,2390,3,94.66905571977036,tue,FALSE,stayed,NA
4e70c160ebb29d7b47fb097bfeadf5a943a38348,1886,5,105.24975945391895,fri,FALSE,cancelled,NA
84c388ead2b7b65dde3882adccc7a6db0d5dc3c2,1578,3,130.3889460083069,sun,FALSE,stayed,6.459333939811503
d32ffae6f3f99479381f183884dcd7c172a07572,4778,4,98.6119582440929,thu,FALSE,cancelled,NA
6b591cda033f4cc3cdd7e767f2875fbec2a33e8c,3967,3,120.15512498997667,sat,FALSE,stayed,NA
d62f0969100fe0d0ebbfd5a48ff8b70f25680436,2973,3,100.81770113379119,wed,FALSE,stayed,NA
5f089c1a0a60be56575b5bd26fdf5dedce1700a3,3082,4,110.60434941163926,fri,TRUE,stayed,7.868262383193584
2363a3214e226922da9b045c78a8cc5091514c68,3967,3,115.40127763341259,sat,FALSE,stayed,NA
58c94e9418fe51bbddf4c963dd12c7f5a5fe8547,3967,1,171.87384918231947,sat,FALSE,cancelled,NA
eaa3da042e142e1bb725f15dbc2c4a1d3344b3bb,4673,8,99.5855205479356,fri,FALSE,stayed,NA
b037139195fda5155ff6d7572687387aa5c5414c,4014,4,76.02599405265998,sun,TRUE,stayed,6.017623259120034
215fca231157b93075ff62912385301ba7a1b0aa,2851,5,95.68901942317746,fri,FALSE,cancelled,NA
228c517299ff2323c042ac871869cde560a05117,3695,2,113.9698194885532,mon,FALSE,cancelled,NA
fb6049079ceb09a28bb1f79df3bc786f4e267e8d,1219,2,94.13322570596881,fri,FALSE,stayed,7.892489485099658
aecdcb753a9215b9b463b097ce82dd603863f7fc,2023,6,77.8497886451157,sat,FALSE,stayed,9.642612572120099
722f4e132b03db30d52e6176a9b9e201878bc5f3,2293,3,96.41438347934215,sun,FALSE,stayed,NA
50d361c0626f9d65ef7165d59f33433bbe511a0d,1884,10,89.62973871594636,fri,FALSE,stayed,NA
5ab3c53439518f0a05c9fdf802f13c70a9ff7198,1824,4,136.4469410374015,tue,FALSE,stayed,8.79779859075539
c46e6dc3cfb7928948c0f758f18da7d0c3f5ba10,3082,5,100.98016162474539,tue,FALSE,stayed,7.933179836853267
f80eca25a397562f7d95b60fa7c39f3c52c9d313,1824,6,106.19559757203042,sun,FALSE,stayed,9.070898472804647
9350fbc16e6c97392a6bda3329546e5c8276abe0,2052,1,164.9265747017287,mon,TRUE,stayed,6.858632905590042
b2c65426375a1171602f373013ddd8411822de40,1901,4,105.57874961446345,fri,FALSE,stayed,6.651275229365229
215934017ba98c09f30dedd29237b43dad5c7b5f,1824,2,141.43165856446404,fri,FALSE,stayed,8.244225670297741
af6c7b913466865dbb995fbfe26c3256964b9597,1225,5,89.32541883803978,sat,FALSE,stayed,6.09818238280629
19da3c2be1a1f565234c93d8915ff28315522073,3967,2,111.27459844296786,wed,FALSE,stayed,9.26668205281605
542b795021efc863de14941842d32c4cd5c60be8,4838,2,105.60825244031014,sat,FALSE,cancelled,NA
93e1354faa2e21dd6f67c56e8da06c9fb3d838f9,4419,2,97.30206816247406,wed,FALSE,cancelled,NA
2ab5eed7d1e12966088869e1ccb842aa0f822fd5,1026,3,111.16907045882976,fri,FALSE,cancelled,NA
ebf816728ee61f8f04a74792a72d3095277c0bd7,1253,8,105.68555475713816,fri,FALSE,stayed,7.598267918146378
5e267a2e77619b7e7e93cac885caa868343f107f,2836,5,91.66242423119628,sun,FALSE,stayed,7.127231501975675
595db1d4aec7d4d185c5120d7e3101f51f406b44,4696,1,188.5293885627432,sun,FALSE,stayed,NA
84e09e3c0e6237eb0d092fd8aa226be84f4868ff,1787,5,119.17505177932154,thu,FALSE,stayed,8.830012412428966
376364f7500136192b26b3bad2738e554e753502,3695,5,103.829375118135,fri,FALSE,cancelled,NA
3119d16c994efc08b093705a5796410e737df338,3089,6,93.40326129894986,fri,FALSE,stayed,9.795923756686088
3a73c2d4cf72a8a9f7639dd34e2604f1879c99c1,1824,5,105.2064006069464,thu,FALSE,stayed,8.699644226628312
860fbf7cce6e5800994bc7f51a5ae3b5b8d0d27a,1824,4,118.21231985016892,sun,FALSE,stayed,8.839758138026074
10f0f138e8bb1015d3928f2b7d828cbb50cd0804,3089,1,174.55200528775498,sun,FALSE,stayed,9.791502521080405
73849a3d316255801d62e769c2fc53ac821a6338,3871,4,95.06109424915454,wed,FALSE,stayed,NA
93e1354faa2e21dd6f67c56e8da06c9fb3d838f9,3080,6,93.0807814522042,tue,FALSE,stayed,NA
0d206df8bc920cf30328c2f02ed2f877840e647d,2712,5,85.82708081292142,sun,FALSE,stayed,NA
aecdcb753a9215b9b463b097ce82dd603863f7fc,1523,3,79.23311901971132,thu,FALSE,cancelled,NA
bbd8f7aae8ba9b339a463e6e60784bdf2b9cb224,2940,4,77.59695498893475,mon,FALSE,cancelled,NA
ffbf37df7721bbbd9842356de954ea452353deb0,1696,5,76.70955406276494,sun,FALSE,stayed,6.234282352916965
2326265d40cac203aefd9fbcc959e8a643e68127,3089,5,86.68212283368061,tue,FALSE,stayed,9.00891911120412
ed1afbcfef1be2d06e82f566ba3a8d5e0e495ae0,1172,3,80.68785631817403,fri,FALSE,stayed,7.733723446855619
595db1d4aec7d4d185c5120d7e3101f51f406b44,2575,6,97.18344211835642,wed,FALSE,cancelled,NA
caf8d2a2ecbcf8ffd548ae1c8cc58967e5c7a947,3946,6,111.5007151411826,fri,TRUE,cancelled,NA
ef317b0ff2e851a5ac9f18f907fb5af483e3b920,1475,2,169.05729578662653,sat,FALSE,stayed,8.087027040306591
54af31df18dbf7f2189c1499ff24d65e29c65df2,3240,2,74.42092261570815,sun,FALSE,cancelled,NA
9f812538725dd96e779654ecf7fe738d9bdf83c3,2799,3,101.93386529965682,tue,FALSE,stayed,6.023602303319092
a525f484626fcd2485c66525d7d8c1c0d01190db,1400,2,106.80096953952135,sun,FALSE,stayed,NA
3de5c9205a0b569ff154373aa6077693fa418a15,4556,5,94.25825743874098,thu,FALSE,stayed,7.179813451655878
6a8816b9cebecb364f77c88d812bd4e3eaded2f6,3232,4,111.22028554942062,thu,FALSE,stayed,5.387137379350463
73849a3d316255801d62e769c2fc53ac821a6338,3268,2,102.0665877733412,fri,FALSE,stayed,7.386328157018216
7ba94be295e28d5f123473f471539cafb6da4d5f,4904,8,83.61717092859125,mon,FALSE,cancelled,NA
3fb751cabc78fc992d8d3fd6f4a2ec853915587e,2851,4,101.99304960493815,fri,FALSE,stayed,5.429241504825682
d1a619183adcc9250fb42a79685a57c538b6c99a,1061,5,87.98596683438173,sun,FALSE,stayed,6.148268052775492
b4d77fe4ea247203b5973fb2c7a17cae6d90557a,1674,4,105.94507071027488,fri,FALSE,stayed,7.376095383455324
542b795021efc863de14941842d32c4cd5c60be8,2712,3,106.25735460192726,fri,FALSE,stayed,8.494120653148201
a3b5653f88cc03d09c3e96cbf8239fdd40632ba0,2836,4,109.09809826183519,thu,FALSE,stayed,NA
0d8adedf357a995bb469ccdd7f14daac1d747792,4440,6,110.75945358271142,sat,FALSE,cancelled,NA
bc382de1d820048365ebb63491187b2969125850,3417,6,107.63961295312205,sat,FALSE,stayed,6.897891265721752
ae12e0dfecccd2e95fbd7ebeb63378cca9b559a3,4409,5,100.37980794615419,tue,FALSE,stayed,7.857254971365085
de73f7fe0304f9877195aee7067412b78440a837,1166,2,143.25355815275347,thu,FALSE,stayed,NA
595db1d4aec7d4d185c5120d7e3101f51f406b44,2551,1,139.20297739585783,thu,FALSE,cancelled,NA
ea9fe900e518b3eca0914ef184ade3d85ff63b82,4556,6,85.19433135773728,sun,FALSE,stayed,7.659883049804526
ab061bba1ceedf66e67760ae4d30af4d41c49896,5141,7,91.08484018862981,sat,FALSE,stayed,7.954300005410831
5bd255482186d93448ab32d4674f9db6ffbdca05,4177,3,99.50632580959437,fri,FALSE,stayed,7.8618326952463224
f7fb7cb7d3f6468f7856bd2836be6c5cb6813d97,3946,3,102.89767233250234,fri,FALSE,cancelled,NA
ee912308f93b2de14189347b55e9c0ec18db47ff,3896,5,98.20172806911724,sat,FALSE,stayed,8.17246129662201
f676f6b4d090915c70889689e24458752ed7fcff,2851,3,121.38595174230267,sat,FALSE,cancelled,NA
a489d0c4499713f52f5ca02bb3e8f957f159810e,1824,2,146.57006484600555,fri,FALSE,stayed,9.070236635769174
48565dccf0914fdd005faab56bac52ffb6f45b1c,3896,2,141.34352196353953,fri,FALSE,cancelled,NA
6b0415d0a2f9bd94745fa60a6c56fbd9c403920f,2747,2,124.9014504269676,sun,FALSE,cancelled,NA
e292e5e0dc0539bafaf9a4f9ac6b36d0b7a112bc,2940,2,111.82404755063833,sat,FALSE,cancelled,NA
0ded4dd099e7520d7ac0c852cfc4a4844df1ddf4,1751,1,201.8637763959185,sat,FALSE,stayed,NA
8ef7c8c8b5763f0b9bbcac14b960d961a93651dd,1787,2,160.1629221575296,sun,TRUE,stayed,9.28791921179898
5d7f46bce6216745db00a0d27fd045ebe45af9e3,4080,6,94.1833774022957,thu,TRUE,stayed,7.1448267344475385
48430737997e8357755eb477c4512e18e636e127,3896,1,140.2803071810386,fri,FALSE,cancelled,NA
1f73bee02132701c833eef7e245a6745a8c920ac,1172,3,77.78902196170915,fri,FALSE,stayed,NA
521fdcd490476e06e2984f5ee8273fc408278e0d,3896,4,75.02726161193425,tue,FALSE,stayed,8.07963364858534
4807c0387f3ac01c56fc1fb4ffb4df94dfc0645c,1596,5,118.44288231758294,wed,FALSE,stayed,6.902409566735411
7a2b85266c31e8ff7dcaa478f35d0609c3c01c30,3240,4,104.51140146580508,sat,FALSE,cancelled,NA
61927109419404184c803ec7439091a99d54ca57,4419,5,86.1191301776902,sun,FALSE,stayed,6.489014532305546
84e09e3c0e6237eb0d092fd8aa226be84f4868ff,3642,5,72.94881384544105,fri,FALSE,stayed,NA
652ed4cedd9f30ca7ed3183ff03b3ec59ff1e4d7,3080,4,103.09554458569944,fri,FALSE,stayed,NA
be4db299b1ae9b71544e18c589a6853ee23b72ae,3852,6,91.93634893125316,sun,FALSE,cancelled,NA
